Row.names	WT1	WT2	WT4	SH1	SH2	SH3	SH4	SH5
Ddx39b	3567	3544	4185	4199	3724	4084	3946	3228
Ddx3x	5115	5461	2027	6052	5805	5481	4310	5550
Ddx3y	0	0	0	0	0	0	0	0
Ddx4	17	10	4	3	8	3	1	8
Ddx41	955	1061	1338	1129	953	937	840	879
Ddx42	2114	2145	1303	1675	1726	1745	1433	1349
Ddx43	13	15	7	18	11	10	9	4
Ddx46	2311	2381	1379	2221	2420	2232	2117	2296
Ddx47	1133	1277	1171	1471	1214	1343	1077	1262
Ddx49	403	480	518	498	462	379	354	323
Ddx5	17969	16195	8229	15462	14651	14899	11778	12667
Ddx50	2158	2306	1512	2960	2289	2507	2242	2383
Ddx51	463	496	395	465	437	462	456	388
Ddx52	1343	1624	794	1169	1018	946	757	938
Ddx54	719	795	708	684	712	535	696	582
Ddx55	398	400	306	420	367	400	349	340
Ddx56	856	1022	1161	697	618	486	604	574
Ddx58	1194	1482	1260	604	942	1093	542	565
Ddx59	198	261	237	238	222	229	156	162
Ddx6	4908	4653	2370	4117	4751	5185	4195	4156
Ddx60	534	490	375	307	509	610	178	225
Deaf1	414	441	462	381	437	331	394	340
Decr1	877	980	864	911	664	858	609	684
Decr2	198	195	134	158	155	145	191	122
Dedd	27	22	9	19	28	45	14	29
Dedd2	181	158	269	165	182	209	226	133
Def6	327	367	518	411	451	368	501	368
Def8	902	958	858	842	843	777	766	711
Defa17	0	0	0	0	0	0	0	0
Defa2	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0
Defa21	0	0	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0
Defa23	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	0
Defa25	0	0	0	0	0	0	0	0
Defa26	0	0	0	0	0	0	0	0
Defa27	0	0	0	0	0	0	0	0
Defa28	0	0	0	0	0	0	0	0
Defa29	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0
Defa30	0	0	0	0	0	0	0	0
Defa31	0	0	0	0	0	0	0	0
Defa32	0	0	0	0	0	0	0	0
Defa33	0	0	0	0	0	0	0	0
Defa34	0	0	0	0	0	0	0	0
Defa35	0	0	0	0	0	0	0	0
Defa36	0	0	0	0	0	0	0	0
Defa37	0	0	0	0	0	0	0	0
Defa38	0	0	0	0	0	0	0	0
Defa39	0	0	0	0	0	0	0	0
Defa40	0	0	0	0	0	0	0	0
Defa41	0	0	0	0	0	0	0	0
Defa42	0	0	0	0	0	0	0	0
Defa43	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0
Defb1	0	0	0	0	0	0	1	0
Defb10	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0
Defb14	0	0	0	0	0	0	0	0
Defb15	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0
Defb19	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0
Defb20	0	0	0	0	0	0	0	0
Defb21	0	0	0	0	0	0	0	0
Defb22	0	0	0	0	0	0	0	0
Defb23	0	0	0	0	0	0	0	0
Defb25	2	6	5	0	1	2	1	2
Defb26	0	0	0	0	0	0	0	0
Defb28	0	0	0	0	0	0	0	0
Defb29	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0
Defb30	0	1	3	1	0	0	0	0
Defb33	0	0	0	0	0	0	0	0
Defb34	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0
Defb36	0	0	0	0	0	0	0	0
Defb37	0	0	0	0	0	0	0	0
Defb38	0	0	0	0	0	0	0	0
Defb39	0	0	0	0	0	0	0	0
Defb4	0	0	0	0	0	0	0	0
Defb40	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0
Defb42	0	0	0	0	0	0	0	0
Defb43	0	0	0	0	0	0	0	0
Defb45	0	0	0	0	0	0	0	0
Defb46	0	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	0	0	0
Defb48	0	0	0	0	0	0	0	0
Defb5	0	0	0	0	0	0	0	0
Defb50	0	0	0	0	0	0	0	0
Defb6	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0
Degs1	2501	3266	2223	3211	2863	2986	2115	2482
Degs2	8	4	1	4	9	8	9	12
Dek	3496	4079	1058	4181	4222	3556	3029	4180
Dele1	621	635	783	595	644	523	722	503
Denn2b	270	351	316	320	307	379	214	277
Dennd10	897	956	531	1323	1019	1077	794	912
Dennd11	166	170	113	258	205	238	173	123
Dennd1a	537	491	470	441	529	536	460	343
Dennd1b	770	762	541	646	803	811	692	614
Dennd1c	284	241	202	143	225	176	158	140
Dennd2a	57	69	52	47	29	41	38	44
Dennd2c	111	124	56	71	84	108	75	87
Dennd2d	111	119	90	120	150	102	58	119
Dennd3	39	51	74	82	55	48	40	48
Dennd4a	727	674	311	823	807	803	542	648
Dennd4b	531	481	402	413	498	495	513	363
Dennd4c	729	610	134	821	902	1056	817	861
Dennd5a	2127	2129	1249	1697	2038	2105	1744	1769
Dennd5b	10	18	18	22	17	10	20	21
Dennd6a	640	610	376	483	522	510	494	459
Dennd6b	145	133	181	159	139	120	130	109
Denr	1680	2298	2200	2253	1825	1605	1697	1649
Depdc1a	341	489	215	498	423	375	294	439
Depdc1b	196	238	142	152	205	167	155	201
Depdc5	392	375	333	402	491	422	458	433
Depdc7	91	95	69	148	146	140	85	131
Depp1	56	77	85	98	41	49	40	149
Deptor	137	155	84	113	116	110	125	146
Dera	442	578	512	460	439	339	399	390
Derl1	2415	2613	2668	2406	2315	2086	2010	2037
Derl2	1279	1409	1110	1147	1114	1047	962	858
Derl3	3	2	13	4	6	9	8	5
Derpc	0	0	0	0	0	0	0	0
Des	126	90	190	22	36	25	26	60
Desi1	964	1179	1700	982	1008	621	962	907
Desi2	970	1081	537	1116	1037	1307	1050	1051
Det1	213	231	216	175	162	184	180	157
Deup1	1	1	0	3	0	0	0	2
Dexi	124	131	184	101	137	110	141	101
Dffa	269	286	162	333	265	286	257	281
Dffb	110	94	45	98	102	76	75	73
Dgat1	360	369	408	326	323	285	287	314
Dgat2	23	30	35	25	31	37	32	16
Dgat2l6	0	0	2	0	0	0	0	1
Dgcr2	628	633	785	444	551	504	677	448
Dgcr6	330	436	726	276	297	282	269	260
Dgcr8	474	390	169	499	441	423	374	396
Dgka	191	158	132	96	127	196	71	79
Dgkb	0	0	4	0	1	1	1	1
Dgkd	1132	1317	811	1113	1168	1503	1173	1006
Dgke	256	238	111	312	271	216	146	141
Dgkg	1	1	2	0	1	1	1	0
Dgkh	100	143	44	113	79	84	65	80
Dgki	0	0	1	1	0	0	0	2
Dgkk	1	0	0	4	1	3	1	4
Dgkq	127	49	16	106	116	94	134	96
Dgkz	1411	1498	1578	1221	1264	1253	1323	1107
Dglucy	468	516	364	253	234	234	256	314
Dguok	420	437	702	390	364	423	316	392
Dhcr24	70	44	24	44	72	93	77	69
Dhcr7	342	330	289	217	373	336	311	352
Dhdds	651	734	834	644	660	575	710	597
Dhdh	73	75	41	48	71	58	61	48
Dhfr	1107	1555	946	1406	1084	739	855	1260
Dhh	0	0	7	1	0	1	1	1
Dhodh	254	299	249	242	201	186	270	224
Dhps	295	316	400	369	324	311	284	270
Dhrs1	665	773	998	698	658	742	556	524
Dhrs11	144	119	124	140	114	101	114	110
Dhrs13	145	168	242	114	113	96	120	89
Dhrs2	0	0	0	0	0	0	0	0
Dhrs3	628	641	781	584	643	878	685	444
Dhrs4	397	390	430	358	398	283	335	358
Dhrs7	633	691	566	570	556	542	537	443
Dhrs7b	595	738	667	531	423	399	437	427
Dhrs7c	3	0	2	0	0	0	0	0
Dhrs9	921	798	517	1526	963	814	1294	1943
Dhtkd1	130	111	60	118	134	150	133	110
Dhx15	5436	6218	3287	7001	6306	5767	5827	6497
Dhx16	770	813	815	737	712	690	791	629
Dhx29	780	870	543	752	830	692	736	741
Dhx30	954	937	867	981	922	918	890	717
Dhx32	579	648	524	579	588	470	524	491
Dhx33	845	790	422	725	672	649	701	666
Dhx34	372	352	505	390	397	344	414	287
Dhx35	266	282	180	267	274	301	228	231
Dhx36	1841	2063	989	2044	1795	1968	1668	2335
Dhx37	592	640	672	556	445	452	628	470
Dhx38	913	982	803	840	865	832	1000	702
Dhx40	536	576	318	374	382	352	290	294
Dhx57	502	433	278	487	506	585	451	374
Dhx58	301	325	529	124	230	220	79	87
Dhx8	799	796	630	667	591	603	639	516
Dhx9	3285	3290	1080	4332	3903	4075	3269	4084
Diablo	64	23	10	64	51	60	45	40
Diaph1	1622	1896	1499	1650	1733	1533	1391	1208
Diaph2	552	592	248	592	653	654	523	491
Diaph3	1130	1378	730	1405	1149	859	822	1068
Dicer1	967	921	526	1037	915	895	862	733
Dido1	1159	949	455	1078	1207	1276	1070	1031
Dimt1	585	692	510	807	669	620	465	666
Dio1	0	0	0	0	0	0	0	0
Dio2	1981	1403	520	2044	2437	4100	1636	1967
Dio3	28	49	57	56	35	6	14	31
Dip2a	759	748	478	610	694	751	753	627
Dip2b	607	601	405	621	591	533	573	562
Dip2c	619	604	345	505	702	718	558	504
Dipk1a	334	352	253	336	342	288	256	295
Dipk1b	7	16	50	11	14	17	17	16
Dipk1c	0	0	0	0	1	2	0	0
Dipk2a	307	361	304	369	496	516	322	275
Dipk2b	11	8	3	8	5	10	6	15
Diras1	0	0	0	0	0	0	0	0
Diras2	1	2	0	0	1	0	1	1
Dis3	955	1025	611	1171	1067	927	870	1009
Dis3l	442	472	396	452	449	481	441	378
Dis3l2	243	296	255	257	328	361	218	195
Disc1	14	16	2	9	12	8	7	6
Disp1	279	260	222	251	279	267	245	210
Disp2	22	19	25	16	12	12	35	25
Disp3	0	0	0	3	1	0	0	0
Dixdc1	263	308	271	697	561	453	423	384
Dkc1	2665	3220	1936	3312	2587	2309	2516	2999
Dkk1	0	0	0	0	0	0	0	0
Dkk2	3523	1944	2782	1163	2442	1618	2837	2176
Dkk3	29	27	29	20	65	18	12	21
Dkk4	0	0	7	0	0	0	0	0
Dkkl1	8	4	8	9	5	4	2	1
Dlat	1186	1283	921	1125	1125	1151	1155	1054
Dlc1	43	62	27	42	34	46	59	39
Dld	2727	3288	1782	3636	2709	2711	2287	2576
Dlec1	2	0	1	0	4	0	0	0
Dleu7	0	0	0	0	0	0	0	0
Dlg1	1402	1369	904	1415	1423	1558	1265	1251
Dlg2	14	8	4	8	9	6	12	12
Dlg3	502	552	347	554	695	683	621	511
Dlg4	583	487	425	268	407	443	535	412
Dlg5	676	621	465	517	609	572	618	452
Dlgap1	13	11	32	22	17	24	13	8
Dlgap2	1	0	0	0	0	4	0	0
Dlgap3	2	0	4	2	0	0	2	0
Dlgap4	921	991	1287	840	1016	866	929	701
Dlgap5	938	1173	906	1123	969	762	818	949
Dlk1	1	5	2	2	1	0	1	3
Dlk2	7	9	11	5	6	4	13	8
Dll1	6	20	2	8	6	10	6	9
Dll3	0	0	2	0	1	0	0	0
Dll4	36	97	50	85	74	86	105	77
Dlst	2594	3074	2416	2833	2601	2311	2567	2175
Dlx1	107	77	70	89	101	69	107	75
Dlx2	0	0	0	1	0	0	0	0
Dlx3	0	0	1	0	1	0	0	0
Dlx4	5	13	7	8	10	5	5	7
Dlx5	0	0	0	1	0	1	0	0
Dlx6	0	0	0	0	0	1	0	1
Dmac1	385	520	432	401	340	377	365	388
Dmac2	121	121	91	87	99	131	76	99
Dmac2l	104	126	79	90	76	85	89	70
Dmap1	366	465	432	426	335	300	335	298
Dmbt1	0	0	0	0	0	0	0	0
Dmbx1	0	0	0	1	0	0	0	0
Dmc1	3	0	3	2	2	0	2	5
Dmd	17	20	7	17	16	12	16	22
Dmgdh	0	0	0	0	0	0	0	0
Dmkn	1	10	12	1	21	1	0	1
Dmp1	54	6	12	75	151	64	130	62
Dmpk	165	149	129	299	286	279	258	225
Dmrt1	0	0	0	0	0	0	0	0
Dmrt2	4	0	0	0	2	0	2	0
Dmrt3	0	0	0	0	0	0	0	0
Dmrta1	0	1	0	1	2	1	3	1
Dmrta2	6	5	6	6	1	1	7	2
Dmrtb1	0	0	0	0	0	1	0	0
Dmrtc1a	0	0	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0	0	0
Dmtf1	1240	1265	566	1277	1495	1593	1270	1248
Dmtf1l	0	0	0	0	0	1	0	0
Dmtn	107	77	102	97	139	111	89	44
Dmwd	594	601	1089	610	600	458	646	507
Dmxl1	1081	975	557	1361	1154	1488	1414	1592
Dmxl2	364	307	97	243	171	227	221	201
Dna2	355	311	128	408	375	306	335	343
Dnaaf1	1	0	0	1	1	1	0	0
Dnaaf10	505	594	393	479	412	366	344	387
Dnaaf2	56	74	101	57	45	50	52	63
Dnaaf3	20	18	17	10	10	16	4	8
Dnaaf4	0	0	0	0	0	0	0	0
Dnaaf5	250	337	277	255	269	176	303	239
Dnaaf6	0	0	0	0	0	0	0	0
Dnaaf6b	0	0	0	0	0	0	0	0
Dnaaf9	1149	1011	718	1228	1477	1839	1181	1044
Dnah1	6	24	15	20	22	12	17	16
Dnah10	0	2	5	2	3	2	2	3
Dnah11	1	2	0	5	2	5	2	2
Dnah12	0	1	10	1	1	2	0	2
Dnah14	10	6	7	6	2	10	9	7
Dnah17	48	43	45	56	35	52	38	37
Dnah2	6	9	7	5	3	7	7	5
Dnah3	1	0	3	1	0	2	0	1
Dnah5	0	0	0	0	0	0	0	0
Dnah6	1	7	4	0	0	5	4	1
Dnah7a	0	3	0	1	0	2	1	0
Dnah7b	0	0	0	0	0	2	2	0
Dnah7c	19	14	11	5	5	5	2	7
Dnah8	48	45	22	50	61	66	42	34
Dnah9	0	2	3	2	2	2	0	0
Dnai1	2	0	1	0	1	0	1	1
Dnai2	41	21	30	6	2	33	6	11
Dnai3	15	9	12	19	2	5	2	6
Dnai4	24	20	21	41	39	55	59	49
Dnaja1	4548	5636	3661	6778	5236	4803	5764	5790
Dnaja2	3655	4285	2456	4020	3543	3481	3372	3372
Dnaja3	1013	1108	786	1061	1095	902	1119	868
Dnaja4	9	10	4	8	12	12	3	14
Dnajb1	1395	1730	2442	1693	1578	2194	1486	1270
Dnajb11	1179	1341	1237	1109	1185	878	1271	930
Dnajb12	711	694	685	697	677	529	630	476
Dnajb13	22	21	21	36	21	15	20	54
Dnajb14	690	586	387	785	743	702	652	720
Dnajb2	563	563	689	502	596	651	622	478
Dnajb3	0	1	0	0	1	0	1	0
Dnajb4	838	960	635	2045	1444	1760	1036	1276
Dnajb5	131	150	72	71	91	69	88	79
Dnajb6	1280	1708	871	1668	1490	1262	1296	1385
Dnajb7	2	2	4	6	2	4	0	9
Dnajb8	0	0	0	1	0	0	1	0
Dnajb9	936	764	448	1242	1111	1112	1046	818
Dnajc1	827	771	783	889	842	860	813	743
Dnajc10	4207	4529	2433	4667	4538	4151	3667	4096
Dnajc11	1778	1954	1911	2075	1793	1634	1757	1609
Dnajc12	53	44	29	32	28	41	38	31
Dnajc13	1735	1752	818	1496	1617	1686	1532	1463
Dnajc14	1113	1073	641	961	986	1048	1207	932
Dnajc15	552	726	819	642	520	496	485	592
Dnajc16	252	212	137	192	242	247	201	168
Dnajc17	83	89	161	96	90	97	73	84
Dnajc18	530	519	464	473	510	498	533	392
Dnajc19	305	430	387	428	324	329	283	355
Dnajc2	1262	1899	1347	1808	1460	1023	1250	1416
Dnajc21	889	1091	904	1158	1150	1218	1061	1421
Dnajc22	556	671	519	639	673	575	550	652
Dnajc24	271	311	221	318	259	276	240	239
Dnajc25	291	361	315	287	281	223	269	227
Dnajc27	314	262	174	351	314	277	290	246
Dnajc28	20	16	2	6	6	16	10	9
Dnajc3	2730	2472	1678	2794	2581	2304	2465	2431
Dnajc30	68	99	129	85	79	69	90	58
Dnajc4	201	216	262	285	241	203	171	174
Dnajc5	2663	2976	2507	3104	3013	3014	2774	2387
Dnajc5b	0	0	0	0	0	0	0	0
Dnajc5g	0	0	1	0	0	0	0	0
Dnajc6	0	0	0	1	0	0	0	0
Dnajc7	1910	2040	1699	1711	1564	1451	1342	1377
Dnajc8	2323	3108	2156	3653	2728	2401	2135	2489
Dnajc9	1223	1494	1179	1613	1328	963	1188	1409
Dnal1	310	219	136	401	315	458	322	314
Dnal4	298	380	350	337	298	268	289	268
Dnali1	0	1	0	0	0	1	1	1
Dnase1	38	27	30	53	54	54	53	43
Dnase1l1	562	671	366	618	521	582	388	409
Dnase1l2	21	6	17	26	20	31	22	19
Dnase1l3	43	32	94	13	42	39	22	17
Dnase2a	420	457	361	335	326	333	253	295
Dnase2b	0	0	1	0	0	1	0	0
Dnd1	18	8	17	18	18	18	17	17
Dner	16	25	9	33	31	32	13	18
Dnhd1	90	89	80	87	107	142	98	85
Dnlz	490	575	664	661	605	454	516	486
Dnm1	2846	2037	1793	3139	3248	2975	3121	2512
Dnm1l	2360	2441	1499	2526	2580	2510	2313	2394
Dnm2	1542	1675	1535	1570	1426	1142	1424	1042
Dnm3	12	14	26	22	20	22	2	13
Dnmbp	942	854	723	764	901	916	1068	728
Dnmt1	2257	2354	1375	2044	2160	1460	2258	1736
Dnmt3a	523	445	292	552	489	601	610	437
Dnmt3b	54	41	43	52	67	66	44	46
Dnmt3c	2	0	1	2	0	1	0	0
Dnmt3l	16	25	42	12	8	16	7	20
Dnpep	923	1121	1292	877	896	957	885	744
Dnph1	467	570	870	522	437	354	489	459
Dntt	2	6	1	0	2	6	2	2
Dnttip1	202	209	193	246	226	220	201	189
Dnttip2	2577	3598	1830	3877	2805	2860	2355	3254
Doc2a	2	0	0	0	0	0	0	0
Doc2b	0	2	2	2	0	1	1	0
Doc2g	29	29	75	37	21	23	39	43
Dock1	936	929	451	811	1001	971	926	804
Dock10	530	511	211	428	472	465	304	412
Dock11	646	652	274	558	590	574	492	517
Dock2	805	815	562	612	655	692	477	430
Dock3	0	0	1	2	1	1	0	1
Dock4	261	258	52	256	261	337	242	251
Dock5	898	866	630	779	893	738	849	665
Dock6	228	204	154	274	215	163	218	157
Dock7	1613	1437	817	1366	1481	1649	1406	1313
Dock8	1326	1367	912	1765	2025	1853	2005	1304
Dock9	1121	886	440	957	1015	931	1120	925
Dohh	30	42	67	36	34	27	45	39
Dok1	1105	1419	1410	927	877	831	964	1060
Dok2	630	920	756	493	486	407	412	435
Dok3	399	406	329	219	277	241	249	239
Dok4	93	123	97	78	96	81	121	64
Dok5	1	6	4	4	0	0	1	2
Dok6	3	3	5	1	2	3	4	1
Dok7	0	1	2	4	0	0	0	0
Dolk	208	176	186	149	163	150	167	166
Dolpp1	208	175	207	172	210	131	199	167
Donson	336	380	283	331	288	273	310	299
Dop1a	431	373	131	487	422	438	387	398
Dop1b	325	273	268	301	337	388	320	280
Dot1l	546	498	415	676	636	533	574	502
Dpagt1	692	670	926	712	730	628	631	569
Dpcd	276	382	482	319	263	286	248	271
Dpep1	7	8	23	1	1	0	1	3
Dpep2	32	13	6	34	24	30	17	20
Dpep2nb	0	0	0	2	0	1	0	1
Dpep3	21	15	14	26	40	19	6	14
Dpf1	103	88	143	77	84	49	100	98
Dpf2	1382	1510	1356	1347	1302	1441	1099	993
Dpf3	0	2	4	2	0	0	0	0
Dph1	154	143	111	144	133	133	124	100
Dph2	305	281	296	329	268	196	251	195
Dph3	405	507	534	449	407	387	408	434
Dph5	626	774	621	886	689	559	563	628
Dph6	655	668	426	824	727	766	626	749
Dph7	376	377	342	498	401	370	291	352
Dpm1	103	76	40	156	134	153	93	84
Dpm2	657	731	1046	819	728	644	691	670
Dpm3	357	480	578	405	318	336	332	322
Dpp10	0	0	1	0	0	0	0	0
Dpp3	921	922	1087	737	858	755	799	716
Dpp4	54	59	43	35	59	37	47	26
Dpp6	1	0	3	0	3	0	2	1
Dpp7	199	187	135	185	156	169	161	175
Dpp8	1917	1917	1093	2118	2109	1972	1715	1730
Dpp9	1410	1482	1488	1289	1510	1295	1737	1255
Dppa1	0	0	0	0	0	0	0	0
Dppa2	4	0	6	3	0	0	1	0
Dppa3	1	1	0	0	0	0	0	1
Dppa4	0	0	0	0	0	0	0	0
Dppa5a	0	0	0	0	0	0	0	0
Dpt	853	754	302	508	561	523	463	516
Dpy19l1	1743	1654	987	1848	1959	1868	1735	1641
Dpy19l2	0	0	0	0	0	0	0	0
Dpy19l3	150	154	117	98	132	120	80	69
Dpy19l4	989	921	412	982	989	1063	895	956
Dpy30	815	1186	1091	1324	880	876	912	1065
Dpyd	1	1	1	3	1	1	0	0
Dpys	0	1	0	4	1	1	1	1
Dpysl2	1495	1759	1574	992	1310	1107	1286	1037
Dpysl3	2643	2502	1463	2337	3025	2597	3559	2137
Dpysl4	0	0	0	0	0	0	0	0
Dpysl5	1	0	4	0	2	0	6	2
Dqx1	53	31	38	38	60	81	37	37
Dr1	1438	1371	604	1149	1303	844	1273	1334
Dram1	316	507	252	259	298	347	209	267
Dram2	1100	1201	601	1075	946	1165	910	961
Drap1	1724	2269	3145	1894	1840	1693	2036	1615
Draxin	10	8	15	1	5	5	6	2
Drc1	1	0	0	1	1	2	1	1
Drc3	29	36	22	39	11	22	13	11
Drc7	0	0	0	0	0	0	0	1
Drd1	1	1	0	2	0	0	0	0
Drd2	0	0	0	0	0	0	0	0
Drd3	0	0	0	0	0	0	0	0
Drd4	0	1	0	0	0	0	1	1
Drd5	0	0	4	0	0	0	0	0
Drg1	2148	2623	2755	2038	1647	1909	1643	1704
Drg2	1084	1218	1576	1007	902	850	757	714
Drosha	1155	1463	1416	1086	1114	882	1289	1220
Drp2	65	45	27	64	65	77	40	53
Dsc1	0	1	0	1	13	1	1	1
Dsc2	35	71	77	424	161	41	64	60
Dsc3	0	0	0	1	10	1	0	0
Dscam	16	15	9	15	22	6	15	9
Dscaml1	1	0	0	0	0	0	0	0
Dscc1	219	312	198	309	181	155	167	211
Dse	1000	1000	532	666	947	895	871	775
Dsel	378	356	146	381	443	504	344	319
Dsg1a	0	0	1	0	11	0	0	0
Dsg1b	0	0	0	0	2	0	0	0
Dsg1c	0	0	0	0	0	0	0	0
Dsg2	1	2	10	19	7	2	8	0
Dsg3	0	0	0	0	8	0	0	0
Dsg4	0	0	0	0	0	0	0	0
Dsn1	515	514	303	577	594	481	420	521
Dsp	3	1	5	0	29	1	5	5
Dspp	0	0	0	0	0	0	0	0
Dst	4495	3629	2078	3227	4055	5192	3539	3201
Dstn	5199	6039	3622	7115	5680	4877	4530	5035
Dstyk	525	491	183	549	581	757	478	452
Dtd1	588	572	672	617	466	546	473	392
Dtd2	176	220	232	150	153	134	123	125
Dthd1	3	4	0	17	7	2	1	2
Dtl	782	1014	560	1260	1021	981	691	969
Dtna	176	254	88	210	252	301	223	207
Dtnb	569	551	992	482	531	402	633	382
Dtnbp1	516	671	840	654	554	527	389	441
Dtwd1	336	427	256	541	421	462	343	460
Dtwd2	81	125	57	136	101	112	96	104
Dtx1	0	1	1	1	0	1	1	2
Dtx2	397	411	554	341	383	349	411	365
Dtx3	1026	811	864	952	878	1136	886	713
Dtx3l	1156	1168	959	640	972	988	650	491
Dtx4	84	125	50	78	96	177	81	102
Dtymk	1235	1564	1360	1527	1191	1175	1160	1320
Duox1	44	26	20	23	57	30	40	77
Duox2	1	3	0	1	1	0	1	0
Duoxa1	27	15	18	18	17	12	13	70
Duoxa2	0	0	0	0	0	0	0	0
Dus1l	510	597	690	430	378	336	346	323
Dus2	336	378	419	471	419	438	407	401
Dus3l	576	583	552	634	568	442	629	419
Dus4l	321	339	229	380	258	205	281	255
Dusp1	474	447	616	466	374	319	216	736
Dusp10	388	382	450	370	472	664	312	264
Dusp11	2697	2602	1821	2945	2710	2919	2465	2389
Dusp12	86	93	102	93	70	112	65	86
Dusp13	2	1	0	0	0	1	0	0
Dusp14	152	177	176	116	129	79	111	113
Dusp15	1	1	2	2	2	4	1	0
Dusp16	304	358	203	261	289	288	219	239
Dusp18	429	424	252	387	412	364	333	311
Dusp19	68	64	78	66	101	87	76	100
Dusp2	73	87	101	85	49	67	43	73
Dusp21	0	0	0	0	0	0	0	0
Dusp22	245	285	187	233	191	242	223	206
Dusp23	29	23	38	22	12	11	18	5
Dusp26	0	2	0	0	0	0	2	3
Dusp27	2	2	2	1	0	0	0	0
Dusp28	81	77	92	65	66	34	37	51
Dusp29	1	0	0	0	0	0	0	0
Dusp3	699	770	408	537	525	589	447	405
Dusp4	437	423	378	501	812	900	681	420
Dusp5	452	487	673	423	413	428	418	345
Dusp6	4789	4213	1849	3829	4032	4016	4086	4280
Dusp7	640	563	554	605	615	552	713	469
Dusp8	81	68	102	117	173	96	96	100
Dusp9	336	476	640	312	270	290	298	406
Dut	1101	1275	1503	1569	1213	1026	1285	1439
Duxbl1	0	0	0	0	0	0	1	0
Duxf3	1	0	1	1	0	0	0	0
Dvl1	1169	1097	1044	1395	1250	1266	1394	1086
Dvl2	649	653	655	463	503	497	541	405
Dvl3	541	521	374	473	527	502	543	454
Dxo	287	286	380	259	274	245	306	175
Dydc1	0	0	0	0	0	2	0	0
Dydc2	0	0	0	0	0	0	0	0
Dym	580	682	889	420	469	401	461	375
Dynap	8	15	18	77	71	86	34	62
Dync1h1	3428	3110	2919	2695	3346	3435	3539	2199
Dync1i1	3	3	1	0	2	1	0	5
Dync1i2	3014	3725	2221	3926	3622	4055	3073	3225
Dync1li1	1263	1438	1230	1462	1337	1233	1151	1111
Dync1li2	1933	1877	1083	2061	2183	2076	1720	1815
Dync2h1	345	302	153	271	312	418	305	290
Dync2i1	776	783	408	880	726	803	901	747
Dync2i2	293	316	350	315	299	212	302	244
Dync2li1	485	499	454	484	443	515	510	443
Dynll1	4251	5095	5650	5749	4355	4422	4599	4781
Dynll2	2288	2558	1686	1271	1436	1281	1605	1343
Dynlrb1	1922	2543	3188	3304	2585	2233	1953	2255
Dynlrb2	0	0	0	0	0	0	0	0
Dynlt1a	129	176	121	121	107	91	110	125
Dynlt1b	352	396	430	315	230	235	274	293
Dynlt1c	160	209	153	203	162	149	167	129
Dynlt1f	579	808	746	534	527	449	443	534
Dynlt2a1	0	0	0	0	0	0	0	0
Dynlt2a2	1	2	0	1	1	1	1	0
Dynlt2a3	3	4	4	9	4	4	3	4
Dynlt2b	380	462	383	337	336	409	309	299
Dynlt3	1585	1823	861	1561	1436	1459	1264	1315
Dynlt4	5	3	5	3	11	1	5	6
Dynlt5	0	0	0	0	0	0	0	0
Dyrk1a	977	1045	600	1040	1083	1088	1050	803
Dyrk1b	25	31	39	26	28	24	30	17
Dyrk2	1119	1100	703	1005	1208	963	1137	729
Dyrk3	139	199	164	134	124	103	129	135
Dyrk4	118	100	65	218	199	91	163	138
Dysf	52	101	54	80	53	48	65	76
Dytn	0	0	0	0	0	0	0	0
Dzank1	18	5	5	17	9	39	13	16
Dzip1	242	223	120	265	250	223	196	196
Dzip1l	308	380	250	402	396	426	401	335
Dzip3	453	388	219	416	430	481	460	486
E030018B13Rik	1	0	0	0	1	1	0	2
E030025P04Rik	0	0	0	0	0	0	0	0
E130114P18Rik	0	0	1	1	0	0	0	0
E130116L18Rik	0	0	0	0	0	0	0	0
E130208F15Rik	0	0	0	0	0	0	0	0
E130218I03Rik	0	0	0	0	0	0	0	0
E130308A19Rik	181	149	151	115	135	162	131	131
E130311K13Rik	256	238	182	308	219	251	193	249
E230025N22Rik	32	37	50	35	39	47	24	30
E2f1	635	689	709	756	892	663	668	728
E2f2	213	231	170	203	219	203	174	178
E2f3	591	517	288	573	665	594	558	545
E2f4	1567	1766	2280	1463	1456	1195	1582	1252
